ID-taxodros|author|year|title|pagination|volume|journalOrPublisher|formatAndMeta|pubDate|libNumber|issue|editor|volumeTitle
robe et al., 2010a|Robe, L.J. & Cordeiro, J. & Loreto, E.L.S. & Valente, V.L.S.|2010|Taxonomic boundaries, phylogenetic relationships and biogeography of the Drosophila willistoni subgroup (Diptera: Drosophilidae).|601-617|138|Genetica|pdf / 2010a|||||
robe et al., 2010b|Robe, L.J. & Valente, V.L.S. & Loreto, E.L.S.|2010|Taxonomic boundaries, phylogenetic relationships and macro-evolutionary patterns within the Drosophila tripunctata "radiation" (Diptera: Drosophilidae).|725-735|138|Genetica|pdf / 2010b|||||
robe et al., 2013|Robe, L.J. & De Re, F.C. & Ludwig, A. & Loreto, E.L.S.|2013|The Drosophila flavopilosa species group (Diptera, Drosophilidae). An array of exciting questions.|59-69|7|Fly|pdf|||||
robe et al., 2014|Robe, L.J. & Machado, S. & Bolzan, A.R. & Junges dos Santos, J.P. & Valer, F.B. & Perrut dos Santos, A. & Blauth, M.L. & Gottschalk, M.S.|2014|Comparative ecological niche modeling and evolutionary ecology of Neotropical mycophagous Drosophilidae (Diptera) species.|79-94|49|Studies Neotrop. Fauna Environ.|pdf|||||
robert, 1834|Robert, C.|1834|Description de trois nouvelles especes du genre Diastata (Meigen), et d'une nouvelle espece du genre Opomyza.|459-461|3|Annls Soc. ent. Fr.|pdf|||||
roberts & baker, 1973|Roberts, R.M. & Baker, W.K.|1973|Frequency distribution and linkage disequilibrium of active and null esterase isozymes in natural populations of Drosophila montana.|709-726|107|Am. Nat.|pdf / p 811819 / x.1973|1973-10-31|p 811819|||
roberts & feder, 1999|Roberts, S.P. & Feder, M.E.|1999|Natural hyperthermia and expression of the heat shock protein Hsp70 affect developmental abnormalities in Drosophila melanogaster.|323-329|121|Oecologia|pdf|||||
roberts & jacobsen, 1991|Roberts, P.A. & Jacobsen, J.|1991|An overview of gene activity in the fat body of Drosophila gibberosa.|115-122|101|Chromosoma|pdf / part / p 813032 / xi.1991|1991-11-31|p 813032|||
roberts & macphail, 1985|Roberts, P.A. & MacPhail, L.A.|1985|Structure and activity of salivary gland chromosomes of Drosophila gibberosa.|55-68|92|Chromosoma|pdf / p 813032 / v.1985|1985-05-31|p 813032|||
roberts & moffitt, 1973|Roberts, D.B. & Moffitt, S.M.|1973|Studies on antigens of wild type strains of Drosophila melanogaster.|182|50|D. I. S.|pdf / xii.1973|1973-12-31||||
roberts, 1967|Roberts, P.A.|1967|A positive correlation between crossing over within heterozygous pericentric inversions and reduced egg hatch of Drosophila females.|179-187|56|Genetics|pdf / 11.v.1967|1967-05-11||||
roberts, 1971|Roberts, P.A.|1971|Chromosomes of functionally different Malpighian tubes of Drosophila gibberosa. (Abstract).|54|68|Genetics|pdf|||||
roberts, 1972|Roberts, P.A.|1972|Puff patterns in the larval fat body of Drosophila gibberosa. (Abstract).|52|71|Genetics|pdf|||||
roberts, 1983|Roberts, P.A.|1983|Gene activity changes in the course of aging in Drosophila gibberosa (Abstract).|60|104|Genetics|pdf / vi.1983|1983-06-31||||
roberts, 1988|Roberts, P.A.|1988|Developmental changes in midgut chromosomes of Drosophila gibberosa.|254-260|97|Chromosoma|pdf / p 813032||p 813032|||
roberts, 2006|Roberts, D.B.|2006|Drosophila melanogaster: the model organism.|93-103|121|Ent. exp. appl.|pdf|||||
robertson & postlethwait, 1986|Robertson, M. & Postlethwait, J.H.|1986|The humoral antibacterial response of Drosophila adults.|167-179|10|Dev. comp. Immunol.|pdf / p 816559||p 816559|||
robertson & reeve, 1952|Robertson, F.W. & Reeve, E.|1952|Studies in quantitative inheritance. I. The effects of selection of wing and thorax length in Drosophila melanogaster.|414-448|50|J. Genet.|pdf / part / ii.1952|1952-02-31||||
robertson & reeve, 1953|Robertson, F.W. & Reeve, E.C.R.|1953|Studies in quantitative inheritance. IV. The effects of substituting chromosomes from selected strains in different genetic backgrounds in Drosophila melanogaster.|586-610|51|J. Genet.|pdf / part / vii.1953|1953-07-31||||
robertson & reeve, 1955|Robertson, F.W. & Reeve, E.C.R.|1955|Studies in quantitative inheritance. VII. Crosses between strains of different body size in Drosophila melanogaster.|424-438|86|Z. indukt. Abstamm.- u. VererbLehre|pdf / part / 28.ii.1955|1955-02-28||||
robertson & sanders, 1979|Robertson, S.H. & Sanders, D.P.|1979|Species composition and seasonal distribution of the dipterous fauna inhabiting swine confinement housing in West Texas.|89-95|4|SWest. Ent.|pdf / vi.1979|1979-06-31||||
robertson et al., 1968|Robertson, F.W. & Shook, M. & Takei, G. & Gaines, H.|1968|Observations on the biology and nutrition of Drosophila disticha, Hardy, an indigenous Hawaiian species.|279-299|6818|Univ. Texas Publs|pdf / 15.ix.1968|1968-09-15||||
robertson et al., 1977|Robertson, A. & Briscoe, D.A. & Louw, J.H.|1977|Variation in abdomen pigmentation in Drosophila melanogaster females.|73-76|47|Genetica|pdf / 20.iv.1977|1977-04-20||||
robertson et al., 1983|Robertson, J.P. & Kaya, H.K. & Boyd, J.B.|1983|Microsporidian strikes again - a further warning.|105-106|59|D. I. S.|pdf|||||
robertson, 1928|Robertson, C.|1928|Flowers and insects. List of visitors of four hundred & fifty-three flowers.|||Carlinville.|pdf|||||
robertson, 1936|Robertson, C.W.|1936|The metamorphosis of Drosophila melanogaster, including an accurately timed account of the principal morphological changes.|351-399|59|J. Morph.|pdf / part / vi.1936|1936-06-31||||
robertson, 1954|Robertson, F.W.|1954|Studies in quantitative inheritance. V. Chromosome analyses of crosses between selected and unselected lines of different body size in Drosophila melanogaster.|494-520|52|J. Genet.|pdf / part / x.1954|1954-10-31||||
robertson, 1957a|Robertson, F.W.|1957|Studies in quantitative inheritance. X. Genetic variation of ovary size in Drosophila.|410-427|55|J. Genet.|pdf / part / xii.1957 / 1957a|1957-12-31||||
robertson, 1957b|Robertson, F.W.|1957|Studies in quantitative inheritance. XI. Genetic and environmental correlation between body size and egg production in Drosophila melanogaster.|428-443|55|J. Genet.|pdf / part / xii.1957 / 1957b|1957-12-31||||
robertson, 1959b|Robertson, F.W.|1959|Studies in quantitative inheritance. XII. Cell size and number in relation to genetic and environmental variation of body size in Drosophila.|869-896|44|Genetics|pdf / ix.1959 / 1959b|1959-09-31||||
robertson, 1959c|Robertson, F.W.|1959|Studies in quantitative inheritance. XIII. Interrelations between genetic behavior and development in the cellular constitution of the Drosophila wing.|1113-1130|44|Genetics|pdf / xi.1959 / 1959c|1959-11-31||||
robertson, 1963|Robertson, F.W.|1963|The ecological genetics of growth in Drosophila. 6. The genetic correlation between the duration of the larval period and body size in relation to larval diet.|74-92|4|Genet. Res.|pdf / ii.1963|1963-02-31||||
robertson, 1970|Robertson, F.W.|1970|Evolutionary divergence in Hawaiian Drosophila.|515-538|58|Sci. Prog., London|pdf / p 812780||p 812780|||
robertson, 1982a|Robertson, H.M.|1982|Female preference for normal or wingless males in D. melanogaster.|127|58|D. I. S.|pdf / viii.1982 / 1982a|1982-08-31||||
robertson, 1982d|Robertson, H.M.|1982|Male activity during Drosophila copulation.|129|58|D. I. S.|pdf / viii.1982 / 1982d|1982-08-31||||
robertson, 1982e|Robertson, H.M.|1982|Polygenic autosomal control of male genitalic shape in D. simulans and D. mauritiana.|129-130|58|D. I. S.|pdf / viii.1982 / 1982e|1982-08-31||||
robertson, 1983|Robertson, H.M.|1983|Mating behavior and the evolution of Drosophila mauritiana.|1283-1293|37|Evolution|pdf / 28.xii.1983|1983-12-28||||
robertson, 1987|Robertson, F.W.|1987|Variation of body size within and between wild populations of Drosophila buzzatii.|111-125|72|Genetica|pdf / 15.vi.1987|1987-06-15||||
robertson, 1988|Robertson, H.M.|1988|Mating Asymmetries and Phylogeny in the Drosophila melanogaster Species Complex.|72-80|42|Pacif. Sci.|pdf / p 815083||p 815083|||
robin et al., 2000a|Robin, G.C. de Q. & Claudianos, C. & Russell, R.J. & Oakeshott, J.G.|2000|Reconstructing the Diversification of alpha-Esterases: Comparing the Gene Clusters of Drosophila buzzatii and D. melanogaster.|149-160|51|J. molec. Evol.|pdf / 2000a|||||
robin et al., 2000b|de Q. Robin, G.C. & Russel, R.J. & Cutler, D.J. & Oakeshott, J.G.|2000|The Evolution of an alpha-Esterase Pseudogene Inactivated in the Drosophila melanogaster Lineage.|563-575|17|Molec. Biol. Evol.|pdf / 2000b|||||
robineau, 1830|Robineau-Desvoidy, J.B.|1830|Essai sur les Myodaires.|1-813|2|Mem. pres. div. Sav. Acad. Sci. Inst. Fr.|pdf / part / xsn 248a / 30.vi.1830|1830-06-30||||
robinson et al., 2000|Robinson, S.J.W. & Zwaan, B. & Partridge, L.|2000|Starvation resistance and adult body composition in a latitudinal cline of Drosophila melanogaster.|1819-1824|54|Evolution|pdf|||||
robinson et al., 2007|Robinson, B. & Wiseman, N. & Woodruff, R.C.|2007|Identification of selfish genetic elements in natural populations of Drosophila melanogaster. I. P DNA elements.|172-176|90|D. I. S.|pdf|||||
robinson, 1953|Robinson, I.|1953|The postembryonic stages in the life cycle of Aulacigaster leucopeza (Meigen) (Diptera Cyclorrhapha: Aulacigasteridae).|77-84|28|Proc. r. ent. Soc. Lond.|pdf / seg 335 / ix.1953|1953-09-31||||
robinson, 2006|Robinson, R.|2006|Small Change: Study of Enhancer Supports Evolution Model.|2175-2176|4|PLoS Biol.|pdf|||12||
robson et al., 2006|Robson, S.K.A. & Vickers, M. & Blows, M.W. & Crozier, R.H.|2006|Age determination in individual wild-caught Drosophila serrata using pteridine concentration.|3155-3163|209|J. exp. Biol.|pdf|||||
roca & rubio, 1984a|Roca, A. & Rubio, J.|1984|Longitud de los cromosomas politenicos de las glandulas salivales de Drosophila virilis.|29-34|2|Revta Biol., Univ. Oviedo|pdf / p 818971 / 1984a||p 818971|||
roca & rubio, 1984b|Roca, A. & Rubio, J.|1984|Apareamientos ectopicos en los cromosomas politenicos de las glandulas salivales de Drosophila virilis.|35-40|2|Revta Biol., Univ. Oviedo|pdf / p 818971 / 1984b||p 818971|||
roca & rubio, 1985a|Roca, A. & Rubio, J.|1985|Zonas sin sinapsis en cromosomas politenicos de glandulas salivales de Drosophila virilis. I. Frecuencia y longitud en cada cromosoma.|27-35|3|Revta Biol., Univ. Oviedo|pdf / p 818971 / 1985a||p 818971|||
roca & rubio, 1985b|Roca, A. & Rubio, J.|1985|Zonas sin sinapsis en cromosomas politenicos de glandulas salivales de Drosophila virilis. II. Localizacion dentro de los cromosomas.|37-44|3|Revta Biol., Univ. Oviedo|pdf / p 818971 / 1985b||p 818971|||
roca et al., 1982|Roca, A. & Sanchez Refusta, F. & Grana, C. & Comendador, M.A.|1982|Chromosomal polymorphism in a population of D. melanogaster.|130-131|58|D. I. S.|pdf / viii.1982|1982-08-31||||
rocamora et al., 1982|Rocamora, N. & Aguade, M. & Prevosti, A.|1982|A study of linkage disequilibrium in natural populations of Drosophila subobscura between hexoquinase alleles and gene arrangements of the E chromosome.|37-47|34|Genet. iber.|pdf / be s|||||
rocha & brandao, 1985|Rocha Pite, M.T. & Brandao Ribeiro, M.E.|1985|A preliminary note on Portuguese fungal breeding Drosophilidae (Insecta, Diptera).|189-199|2|Actas Congr. Iber. Ent.|pdf / vi.1985|1985-06-31||||
rocha & costa, 1978|Rocha Pite, M.T. & da Costa Nicolau, M.H.|1978|Etude des rythmes d'activite des populations naturelles des Drosophilidae dans la region de Sintra-Colares (Portugal) par l'analyse factorielle des correspondances.|261-278|6|Arq. Mus. Bocage|pdf|||||
rocha & matos, 1992|Rocha Pite, M.T. & Matos, M.|1992|Developmental success, maternal aging and seasons: A preliminary study in Drosophila subobscura.|103-119|6|Evol. Biol., Bogota|pdf / part / viii.1992|1992-08-31||||
rocha & tsacas, 1979|Rocha Pite, M.T. & Tsacas, L.|1979|Nouvelles donnees sur la repartition des Drosophiles en France (Diptera Drosophilidae).|135-140|1|Revue fr. Ent.|pdf / p 818034||p 818034|||
rocha & tsacas, 1980|Rocha Pite, M.T. & Tsacas, L.|1980|Catalogue of the European species of the genus Drosophila.|37-47|19|Bolm Soc. port. Cienc. nat.|pdf / xsn 216|||1979||
rocha et al., 1985a|Rocha Pite, M.T. & Matos, M. & Avelar, T.|1985|Daily fecundity of Drosophila simulans, D. subobscura and D. phalerata (Diptera, Drosophilidae) throughout the year under semi-natural conditions.|7-26|2|Actas Congr. Iber. Ent.|pdf / vi.1985 / 1985a|1985-06-31||||
rocha et al., 1985b|Rocha Pite, M.T. & Avelar, T. & Matos, M.|1985|The "r-K selection model" and life-history strategies.|269-297|5|Cienc. biol.|pdf / 1985b|||||
rocha et al., 1988|Rocha Pite, M.T. & Matos, M. & Avelar, T.|1988|Comparative analysis of the fecundity of asynchronously formed samples of Drosophila subobscura, in every season throughout one year.|493-502|3|Actas Congr. Iber. Ent.|pdf|||||
rocha et al., 1999|Rocha Pite, M.T. & Rego, C. & Matos, M. & Avelar, T.|1999|Drosofilideos (Insectos, Dipteros).|155-168||Centro de Biologia Ambiental, Lisboa|pdf||||Santos-Reis, M. & Correia, A.I.|Caracterizacao da Flora e da Fauna do Montado da Herdade da Ribeira Abaixo (Grandola-Baixo Alentejo)
rocha et al., 2009|Rocha, F. & Medeiros, H.F. & and Klaczko, L.B.|2009|The reaction norm for abdominal pigmentation and its curve in Drosophila mediopunctata depend on the mean phenotypic value.|280-287|63|Evolution|pdf|||||
rocha, 1971|Rocha, R.F.|1971|Drosophila breuerae, a new Neotropical species of the annulimana group (Diptera, Drosophilidae).|139-142|25|Pap. Avul. Dep. Zool. Sec. Agric.|pdf / seg 77 / 30.ix.1971|1971-09-30||||
rocha, 1972|Rocha Pite, M.T.|1972|An introduction to the study of Portuguese Drosophilidae.|367-384|3|Arq. Mus. Bocage|pdf|||||
rocha, 1975a|Rocha Pite, M.T.|1975|Notas sobre a captura, conservacao e identificacao das Drosofilas de Portugal.|1-19|10|Arq. Mus. Bocage. Ext. cult. ensino|pdf / 1975a|||||
rocha, 1975b|Rocha Pite, M.T.|1975|Collection notes on Drosophilidae.||5|Arq. Mus. Bocage|pdf / 1975b|||||
rocha, 1976|Rocha Valencia, H.N.|1976|Carga genetica en un poblacion natural de Drosophila melanogaster de Saltillo, Coah. (Abstract).|40|36|Folia ent. mex.|pdf / seg 523 / xii.1976|1976-12-31||||
rocha, 1977a|Rocha Pite, M.T.|1977|Rythmes d'activite saisonniere des populations naturelles des Drosophilidae dans la region de Sintra-Colares (Portugal).|109-160|463|Bull. Mus. Hist. nat. Paris|pdf / 30.vii.1977 / 1977a|1977-07-30||||
rocha, 1977b|Rocha Pite, M.T.|1977|Analyse statistique de l'influence des facteurs climatiques sur les rythmes d'activite des populations naturelles des Drosophilidae dans la region de Sintra-Colares (Portugal).|133-151|6|Arq. Mus. Bocage|pdf / 1977b|||||
rocha, 1978|Rocha Pite, M.T.|1978|Rythmes d'activite journaliere des populations naturelles des Drosophilidae dans la region de Sintra-Colares (Portugal).|69-90|18|Bolm Soc. port. Cienc. nat.|pdf / xsn 216|||||
rocha, 1979|Rocha Pite, M.T.|1979|A note on Drosophilidae collected in different provinces of Portugal.|67-80|7|Arq. Mus. Bocage|pdf|||||
rocha, 1980|Rocha Pite, M.T.|1980|Strategies adaptatives et biologie des populations de Drosophilides de quelques habitats typiques du Portugal. 198 pp.|||These de doctorat d'etat, Universite Paris VI|9.ii.1980|1980-02-09||||
rocha, 1982|Rocha Pite, M.T.|1982|Influence of temperature on physiological characters of Drosophila phalerata, D. subobscura and D. simulans (Insecta, Diptera, Drosophilidae). I. Larval-pupal mortality and duration of the development.|1-11|27|Bolm Soc. port. Ent.|pdf / 1.x.1982|1982-10-01||||
rocha, 1983|Rocha Pite, M.T.|1983|First record of Leucophenga maculata Dufour, 1839 for Portugal (Insecta, Diptera, Drosophilidae).|125-126|2|Bolm Soc. port. Ent.|pdf|||||
rocha, 1993|Rocha Pite, M.T.|1993|A preliminary survey of Drosophilidae of Sao Tome Island.|269-280|29|Annls Soc. ent. Fr.|pdf / seg 281c / 30.ix.1993|1993-09-30||||
rocha, 2002|Rocha Pite, M.T.|2002|Catalogo dos drosofilideos (Insecta, Diptera) de Portugal continental e insular.|1-13|3|Fauna Ent. Portugal|pdf|||||
roche & lhoste, 1958|Roche, A. & Lhoste, J.|1958|Action de quelques insecticides sur les corps de Nissl des ganglions thoraciques de Drosophila melanogaster Meig. and Blattella germanica L.|181-184|63|Bull. Soc. ent. Fr.|pdf / part / seg 281a|||||
rockwell & grossfield, 1978a|Rockwell, R.F. & Grossfield, J.|1978|Courtship Behavior of Scaptomyza (Bunostoma) australis Malloch.|305-311|53|Pan-Pacif. Ent.|pdf / seg 796 / 2.ii.1978 / 1978a|1978-02-02||1977||
rockwell & grossfield, 1978b|Rockwell, R.F. & Grossfield, J.|1978|Drosophila: Behavioral Cues for Oviposition.|361-368|99|Am. Midl. Nat.|pdf / 24.v.1978 / 1978b|1978-05-24||||
rockwell & levine, 1986a|Rockwell, R.F. & Levine, L.|1986|Emigration Response Behavior: III. Genetic Variability in a Natural Population of Drosophila busckii.|543-551|16|Behav. Genet.|pdf / p 814849 / ix.1986 / 1986a|1986-09-31|p 814849|||
rockwell & levine, 1986b|Rockwell, R.F. & Levine, L.|1986|Chromosomal Polymorphism and Vagility in Natural Populations of Drosophila pseudoobscura.|19-32||Plenum Press|pdf / 840559 / 1986b||||Huettel, M.D.|Evolutionary Genetics of Invertebrate Behavior. Progress and Prospects
rockwell & seiger, 1973a|Rockwell, R.F. & Seiger, M.S.|1973|A Comparative Study of Photoresponse in Drosophila pseudoobscura and Drosophila persimilis.|163-174|3|Behav. Genet.|pdf / p 814849 / vi.1973 / 1973a|1973-06-31|p 814849|||
rockwell & seiger, 1973b|Rockwell, R.F. & Seiger, M.S.|1973|Phototaxis in Drosophila: A Critical Evaluation.|339-345|61|Am. Scient.|pdf / p 813159 / vi.1973 / 1973b|1973-06-31|p 813159|||
rockwell et al., 1975a|Rockwell, R.F. & Cooke, F. & Harmsen, R.|1975|Photobehavioral Differentiation in Natural Populations of Drosophila pseudoobscura and Drosophila persimilis.|189-202|5|Behav. Genet.|pdf / p 814849 / iv.1975 / 1975a|1975-04-31|p 814849|||
rockwell et al., 1975b|Rockwell, R.F. & Harmsen, R. & Cooke, F. & Grossfield, J.|1975|Photobehavioral differentiation within and between the sexes of Drosophila pseudoobscura.|1395-1402|53|Canad. J. Zool.|pdf / p 87398d / x.1975 / 1975b|1975-10-31||||
rockwell et al., 1978|Rockwell, R.F. & Grossfield, J. & Levine, L.|1978|Emigration response behavior: I. Effects of height and light on the Oregon-R and norp-A strains of Drosophila melanogaster.|123-136|7|Egypt. J. Genet. Cytol.|pdf / p 814978 / i.1978|1978-01-31|p 814978|||
rockwell et al., 1983a|Rockwell, R.F. & de la Rosa, M.E. & Akin, E. & Gaso, M.I. & Gonzalez, F. & Guzman, J. & Levine, L. & Olvera, O.|1983|Chromosomal and Behavioral Studies of Mexican Drosophila. I. Vagility Characteristics of Three Populations of D. pseudoobscura.|197-204|13|Behav. Genet.|pdf / p 814849 / iii.1983 / 1983a|1983-03-31|p 814849|||
rockwell et al., 1983b|Rockwell, R.F. & Levine, L. & Kessler, S.|1983|Maze Running Characteristics of Two Drosophila Species and Their Hybrids.|946-947|31|Anim. Behav.|pdf / p 814904 / viii.1983 / 1983b|1983-08-31|p 814904|||
